"Recipe","Meal","Day","Person","Servings","Calories","Fat","Sodium","Carb","Fiber","Protein","VitaminD","Calcium","Iron","Potassium","LinoleicAcid","Alfa-linolenicAcid","Copper","Magnesium","Phosphorus","Selenium","Zinc","VitaminA","VitaminB6","VitaminB12","VitaminC","VitaminE","VitaminK","Folate","Thiamin","Riboflavin","Niacin","Choline"
"Apple-Stuffed Squash",1,4,1,3.538461538461538,459.99999999999994,7.076923076923076,28.307692307692303,109.69230769230768,14.153846153846152,7.076923076923076,0,275.99999999999994,7.076923076923076,2795.384615384615,0,0.3538461538461538,537.8461538461538,251.2307692307692,290.15384615384613,3.538461538461538,0,183.99999999999997,1.4153846153846152,0,88.46153846153845,0,3.538461538461538,134.46153846153845,1.0615384615384613,0,7.076923076923076,7.076923076923076
"Apple-Stuffed Squash",1,4,2,4.307692307692314,560.0000000000008,8.615384615384627,34.46153846153851,133.53846153846172,17.230769230769255,8.615384615384627,0,336.00000000000045,8.615384615384627,3403.076923076928,0,0.4307692307692314,654.7692307692316,305.84615384615427,353.23076923076974,4.307692307692314,0,224.0000000000003,1.7230769230769256,0,107.69230769230785,0,4.307692307692314,163.6923076923079,1.2923076923076942,0,8.615384615384627,8.615384615384627
"Apple-Stuffed Squash",1,4,3,2.8846153846153846,375,5.769230769230769,23.076923076923077,89.42307692307692,11.538461538461538,5.769230769230769,0,225,5.769230769230769,2278.846153846154,0,0.2884615384615385,438.46153846153845,204.8076923076923,236.53846153846155,2.8846153846153846,0,150,1.153846153846154,0,72.11538461538461,0,2.8846153846153846,109.61538461538461,0.8653846153846153,0,5.769230769230769,5.769230769230769
"Apple-Stuffed Squash",1,4,4,3.1730769230769247,412.5000000000002,6.346153846153849,25.384615384615397,98.36538461538467,12.692307692307699,6.346153846153849,0,247.5000000000001,6.346153846153849,2506.7307692307704,0,0.3173076923076925,482.30769230769255,225.28846153846166,260.19230769230785,3.1730769230769247,0,165.00000000000009,1.26923076923077,0,79.32692307692312,0,3.1730769230769247,120.57692307692314,0.9519230769230773,0,6.346153846153849,6.346153846153849
"Apple-Stuffed Squash",1,4,5,4.326923076923077,562.5,8.653846153846153,34.61538461538461,134.1346153846154,17.307692307692307,8.653846153846153,0,337.5,8.653846153846153,3418.2692307692305,0,0.4326923076923077,657.6923076923076,307.21153846153845,354.80769230769226,4.326923076923077,0,225,1.7307692307692308,0,108.17307692307692,0,4.326923076923077,164.4230769230769,1.298076923076923,0,8.653846153846153,8.653846153846153
"Apple-Stuffed Squash",1,4,6,2.740384615384615,356.24999999999994,5.48076923076923,21.92307692307692,84.95192307692307,10.96153846153846,5.48076923076923,0,213.74999999999997,5.48076923076923,2164.9038461538457,0,0.2740384615384615,416.5384615384615,194.56730769230765,224.71153846153842,2.740384615384615,0,142.49999999999997,1.096153846153846,0,68.50961538461537,0,2.740384615384615,104.13461538461537,0.8221153846153845,0,5.48076923076923,5.48076923076923
"Apple-Stuffed Squash",1,6,3,2.047017151072651e-12,2.6611222963944467e-10,4.094034302145302e-12,1.637613720858121e-11,6.345753168325219e-11,8.188068604290605e-12,4.094034302145302e-12,0,1.5966733778366679e-10,4.094034302145302e-12,1.6171435493473944e-9,0,2.0470171510726512e-13,3.11146606963043e-10,1.4533821772615824e-10,1.678554063879574e-10,2.047017151072651e-12,0,1.0644489185577786e-10,8.188068604290605e-13,0,5.117542877681628e-11,0,2.047017151072651e-12,7.778665174076075e-11,6.141051453217954e-13,0,4.094034302145302e-12,4.094034302145302e-12
"Apple-Stuffed Squash",1,7,1,3.538461538461536,459.9999999999997,7.076923076923072,28.30769230769229,109.69230769230762,14.153846153846144,7.076923076923072,0,275.99999999999983,7.076923076923072,2795.3846153846134,0,0.35384615384615364,537.8461538461535,251.23076923076906,290.15384615384596,3.538461538461536,0,183.9999999999999,1.4153846153846146,0,88.4615384615384,0,3.538461538461536,134.46153846153837,1.0615384615384609,0,7.076923076923072,7.076923076923072
"Apple-Stuffed Squash",1,7,2,4.307692307692306,559.9999999999998,8.615384615384611,34.461538461538446,133.5384615384615,17.230769230769223,8.615384615384611,0,335.99999999999983,8.615384615384611,3403.0769230769215,0,0.43076923076923057,654.7692307692305,305.8461538461537,353.23076923076906,4.307692307692306,0,223.9999999999999,1.7230769230769223,0,107.69230769230764,0,4.307692307692306,163.69230769230762,1.2923076923076917,0,8.615384615384611,8.615384615384611
"Apple-Stuffed Squash",1,7,3,2.8846153846153824,374.9999999999997,5.769230769230765,23.07692307692306,89.42307692307685,11.53846153846153,5.769230769230765,0,224.99999999999983,5.769230769230765,2278.846153846152,0,0.28846153846153827,438.4615384615381,204.80769230769215,236.53846153846135,2.8846153846153824,0,149.9999999999999,1.153846153846153,0,72.11538461538456,0,2.8846153846153824,109.61538461538453,0.8653846153846146,0,5.769230769230765,5.769230769230765
"Apple-Stuffed Squash",1,7,4,3.17307692307692,412.49999999999955,6.34615384615384,25.38461538461536,98.36538461538451,12.69230769230768,6.34615384615384,0,247.49999999999974,6.34615384615384,2506.730769230767,0,0.317307692307692,482.3076923076918,225.28846153846132,260.1923076923074,3.17307692307692,0,164.99999999999983,1.269230769230768,0,79.326923076923,0,3.17307692307692,120.57692307692295,0.9519230769230759,0,6.34615384615384,6.34615384615384
"Apple-Stuffed Squash",1,7,5,4.326923076923073,562.4999999999995,8.653846153846146,34.615384615384585,134.13461538461527,17.307692307692292,8.653846153846146,0,337.4999999999997,8.653846153846146,3418.2692307692278,0,0.4326923076923073,657.6923076923072,307.21153846153817,354.807692307692,4.326923076923073,0,224.9999999999998,1.7307692307692293,0,108.17307692307682,0,4.326923076923073,164.4230769230768,1.2980769230769218,0,8.653846153846146,8.653846153846146
"Apple-Stuffed Squash",1,7,6,2.7403846153846128,356.24999999999966,5.4807692307692255,21.923076923076902,84.951923076923,10.961538461538451,5.4807692307692255,0,213.7499999999998,5.4807692307692255,2164.903846153844,0,0.2740384615384613,416.53846153846115,194.5673076923075,224.71153846153825,2.7403846153846128,0,142.49999999999986,1.0961538461538451,0,68.50961538461532,0,2.7403846153846128,104.13461538461529,0.8221153846153838,0,5.4807692307692255,5.4807692307692255
"Baked Pork Chops",2,4,1,3.4789461303222757,782.762879322512,17.39473065161138,633.1681957186541,10.436838390966827,3.4789461303222757,132.1999529522465,3.4789461303222757,59.14208421547869,3.4789461303222757,1422.8889673018107,3.4789461303222757,0,438.34721242060675,114.8052223006351,1029.7680545753935,180.90519877675834,10.436838390966827,83.49470712773461,2.7831569042578206,2.7831569042578206,93.93154551870144,3.4789461303222757,6.9578922606445515,34.78946130322276,2.435262291225593,1.0436838390966827,45.226299694189585,462.6998353328627
"Baked Pork Chops",2,4,2,4.235238767348862,952.9287226534939,21.176193836744307,770.8134556574928,12.705716302046586,4.235238767348862,160.93907315925674,4.235238767348862,71.99905904493065,4.235238767348862,1732.2126558456844,4.235238767348862,0,533.6400846859566,139.76287932251245,1253.6306751352631,220.23241590214081,12.705716302046586,101.64573041637269,3.3881910138790894,3.3881910138790894,114.35144671841927,4.235238767348862,8.470477534697723,42.352387673488614,2.964667137144203,1.2705716302046584,55.058103975535204,563.2867560573986
"Baked Pork Chops",2,4,3,2.836097388849682,638.1219124911785,14.18048694424841,516.1697247706421,8.508292166549046,2.836097388849682,107.77170077628791,2.836097388849682,48.21365561044459,2.836097388849682,1159.96383203952,2.836097388849682,0,357.3482709950599,93.5912138320395,839.4848270995059,147.47706422018345,8.508292166549046,68.06633733239237,2.2688779110797457,2.2688779110797457,76.5746294989414,2.836097388849682,5.672194777699364,28.36097388849682,1.9852681721947771,0.8508292166549045,36.86926605504586,377.2009527170077
"Baked Pork Chops",2,4,4,3.119707127734651,701.9341037402965,15.598535638673255,567.7866972477065,9.359121383203952,3.119707127734651,118.54887085391674,3.119707127734651,53.03502117148906,3.119707127734651,1275.9602152434722,3.119707127734651,0,393.083098094566,102.95033521524348,923.4333098094567,162.22477064220183,9.359121383203952,74.87297106563162,2.495765702187721,2.495765702187721,84.23209244883557,3.119707127734651,6.239414255469302,31.19707127734651,2.1837949894142556,0.9359121383203952,40.55619266055046,414.92104798870855
"Baked Pork Chops",2,4,5,4.254146083274522,957.1828687367674,21.270730416372608,774.254587155963,12.762438249823566,4.254146083274522,161.65755116443182,4.254146083274522,72.32048341566687,4.254146083274522,1739.9457480592794,4.254146083274522,0,536.0224064925898,140.38682074805922,1259.2272406492584,221.21559633027513,12.762438249823566,102.09950599858853,3.4033168666196176,3.4033168666196176,114.86194424841209,4.254146083274522,8.508292166549044,42.541460832745216,2.9779022582921653,1.2762438249823564,55.30389908256878,565.8014290755115
"Baked Pork Chops",2,4,6,2.694292519407197,606.2158168666193,13.471462597035986,490.3612385321099,8.082877558221591,2.694292519407197,102.38311573747349,2.694292519407197,45.80297282992235,2.694292519407197,1101.9656404375437,2.694292519407197,0,339.48085744530687,88.91165314043751,797.5105857445303,140.10321100917426,8.082877558221591,64.66302046577273,2.1554340155257576,2.1554340155257576,72.74589802399433,2.694292519407197,5.388585038814394,26.94292519407197,1.8860047635850379,0.8082877558221592,35.025802752293565,358.34090508115725
